provincia,departamento,periodo,semana_epi,grupo_edad_cat,casos
Buenos Aires,MORENO,2024,18,10-19 años,9
Buenos Aires,TRES DE FEBRERO,2024,12,10-19 años,40
Buenos Aires,JOSE C. PAZ,2024,13,10-19 años,97
Buenos Aires,MORON,2024,21,35-65 años,3
Buenos Aires,SAN MIGUEL,2024,14,20-34 años,93
Buenos Aires,MARCOS PAZ,2024,11,35-65 años,10
Buenos Aires,ALMIRANTE BROWN,2024,11,20-34 años,64
Buenos Aires,LOMAS DE ZAMORA,2024,9,10-19 años,79
Buenos Aires,GENERAL SAN MARTIN,2024,11,35-65 años,84
Buenos Aires,MERLO,2024,17,20-34 años,31
Buenos Aires,QUILMES,2024,11,10-19 años,102
Buenos Aires,GENERAL RODRIGUEZ,2024,14,0-9 años,4
Buenos Aires,MERLO,2024,18,10-19 años,14
Buenos Aires,ESCOBAR,2024,14,65+ años,10
Buenos Aires,9 DE JULIO,2024,16,35-65 años,1
Buenos Aires,BERAZATEGUI,2024,7,0-9 años,2
Buenos Aires,PRESIDENTE PERON,2024,17,0-9 años,1
Buenos Aires,BERAZATEGUI,2024,15,10-19 años,12
Buenos Aires,AVELLANEDA,2024,11,20-34 años,60
Buenos Aires,ITUZAINGO,2024,13,35-65 años,23
Buenos Aires,LA PLATA,2024,15,0-9 años,11
Buenos Aires,ESCOBAR,2024,13,35-65 años,40
Buenos Aires,TRES DE FEBRERO,2024,12,20-34 años,43
Buenos Aires,SAN FERNANDO,2024,9,0-9 años,7
Buenos Aires,JOSE C. PAZ,2024,8,35-65 años,86
Buenos Aires,SUIPACHA,2024,12,35-65 años,4
Buenos Aires,LA MATANZA,2024,20,65+ años,2
Buenos Aires,HURLINGHAM,2024,7,10-19 años,11
Buenos Aires,DESCONOCIDO,2024,8,20-34 años,2
Buenos Aires,GENERAL PUEYRREDON,2024,2,35-65 años,1
Buenos Aires,EZEIZA,2024,11,0-9 años,1
Buenos Aires,MONTE,2024,18,20-34 años,1
Buenos Aires,LOMAS DE ZAMORA,2024,16,65+ años,3
Buenos Aires,CORONEL SUAREZ,2024,13,35-65 años,1
Buenos Aires,CHIVILCOY,2024,8,20-34 años,1
Buenos Aires,TRES DE FEBRERO,2024,18,0-9 años,1
Buenos Aires,TIGRE,2024,8,0-9 años,1
Buenos Aires,LA MATANZA,2024,22,20-34 años,1
Buenos Aires,CHACABUCO,2024,11,35-65 años,1
Buenos Aires,BERAZATEGUI,2024,10,20-34 años,30
Buenos Aires,AVELLANEDA,2024,2,10-19 años,1
Buenos Aires,LANUS,2024,16,10-19 años,23
Buenos Aires,MERCEDES,2024,9,35-65 años,1
Buenos Aires,MORENO,2024,14,0-9 años,3
Buenos Aires,MALVINAS ARGENTINAS,2024,16,20-34 años,10
Buenos Aires,BERAZATEGUI,2024,10,10-19 años,18
Buenos Aires,BERISSO,2024,5,35-65 años,1
Buenos Aires,QUILMES,2024,4,20-34 años,2
Buenos Aires,LUJAN,2024,16,10-19 años,1
Buenos Aires,TANDIL,2024,12,20-34 años,1
Buenos Aires,JUNIN,2024,18,65+ años,1
Buenos Aires,LA PLATA,2024,19,10-19 años,2
Buenos Aires,CORONEL DE MARINA L. ROSALES,2024,9,10-19 años,1
Buenos Aires,LOMAS DE ZAMORA,2024,14,0-9 años,1
Buenos Aires,SAN ISIDRO,2024,14,35-65 años,83
Buenos Aires,TIGRE,2024,11,35-65 años,34
Buenos Aires,LA MATANZA,2024,21,35-65 años,6
Buenos Aires,HURLINGHAM,2024,17,35-65 años,5
Buenos Aires,QUILMES,2024,6,20-34 años,20
Buenos Aires,OLAVARRIA,2024,15,35-65 años,2
Buenos Aires,EZEIZA,2024,15,35-65 años,13
Buenos Aires,FLORENCIO VARELA,2024,13,10-19 años,60
Buenos Aires,LOMAS DE ZAMORA,2024,11,35-65 años,123
Buenos Aires,EXALTACION DE LA CRUZ,2024,16,20-34 años,4
Buenos Aires,MALVINAS ARGENTINAS,2024,9,10-19 años,34
Buenos Aires,BERAZATEGUI,2024,2,20-34 años,1
Buenos Aires,GENERAL SAN MARTIN,2024,15,10-19 años,22
Buenos Aires,QUILMES,2024,21,10-19 años,1
Buenos Aires,MERLO,2024,21,20-34 años,3
Buenos Aires,LANUS,2024,3,35-65 años,2
Buenos Aires,GENERAL SAN MARTIN,2024,12,0-9 años,1
Buenos Aires,GENERAL RODRIGUEZ,2024,7,35-65 años,3
Buenos Aires,HURLINGHAM,2024,8,10-19 años,12
Buenos Aires,FLORENCIO VARELA,2024,13,35-65 años,76
Buenos Aires,TRES DE FEBRERO,2024,20,10-19 años,2
Buenos Aires,ALMIRANTE BROWN,2024,13,65+ años,22
Buenos Aires,LOMAS DE ZAMORA,2024,16,35-65 años,25
Buenos Aires,GENERAL SAN MARTIN,2024,15,35-65 años,40
Buenos Aires,SAN MIGUEL,2024,17,10-19 años,10
Buenos Aires,COLON,2024,15,0-9 años,2
Buenos Aires,HURLINGHAM,2024,2,20-34 años,4
Buenos Aires,9 DE JULIO,2024,12,10-19 años,1
Buenos Aires,LOBERIA,2024,11,20-34 años,1
Buenos Aires,ARRECIFES,2024,12,10-19 años,1
Buenos Aires,MERLO,2024,16,0-9 años,2
Buenos Aires,VICENTE LOPEZ,2024,3,10-19 años,1
Buenos Aires,SAN MIGUEL,2024,22,0-9 años,1
Buenos Aires,LUJAN,2024,18,10-19 años,1
Buenos Aires,EXALTACION DE LA CRUZ,2024,7,65+ años,1
Buenos Aires,CAMPANA,2024,10,10-19 años,1
Buenos Aires,QUILMES,2024,8,0-9 años,17
Buenos Aires,BAHIA BLANCA,2024,4,65+ años,1
Buenos Aires,AZUL,2024,3,20-34 años,1
Buenos Aires,SAN MIGUEL,2024,13,20-34 años,105
Buenos Aires,GENERAL ARENALES,2024,15,35-65 años,1
Buenos Aires,ESTEBAN ECHEVERRIA,2024,6,65+ años,6
Buenos Aires,MAR CHIQUITA,2024,18,10-19 años,1
Buenos Aires,MERLO,2024,6,0-9 años,3
Buenos Aires,TIGRE,2024,1,20-34 años,3
Buenos Aires,LA COSTA,2024,15,10-19 años,1
Buenos Aires,SAN MIGUEL,2024,21,35-65 años,4
Buenos Aires,SAN FERNANDO,2024,15,20-34 años,6
Buenos Aires,PERGAMINO,2024,15,20-34 años,3
Buenos Aires,GENERAL SAN MARTIN,2024,6,10-19 años,7
Buenos Aires,SAN MIGUEL,2024,5,35-65 años,2
Buenos Aires,CHASCOMUS,2024,8,35-65 años,1
Buenos Aires,CHACABUCO,2024,13,65+ años,1
Buenos Aires,LA PLATA,2024,16,65+ años,5
Buenos Aires,QUILMES,2024,17,65+ años,5
Buenos Aires,ALMIRANTE BROWN,2024,17,0-9 años,1
Buenos Aires,LA PLATA,2024,5,35-65 años,5
Buenos Aires,SAN MIGUEL,2024,21,20-34 años,10
Buenos Aires,ESCOBAR,2024,11,10-19 años,8
Buenos Aires,ESTEBAN ECHEVERRIA,2024,8,65+ años,12
Buenos Aires,SAN ISIDRO,2024,5,35-65 años,13
Buenos Aires,SAN FERNANDO,2024,15,10-19 años,2
Buenos Aires,DESCONOCIDO,2024,11,65+ años,1
Buenos Aires,MERLO,2024,10,0-9 años,1
Buenos Aires,TIGRE,2024,17,35-65 años,12
Buenos Aires,SAN MIGUEL,2024,2,0-9 años,1
Buenos Aires,LOBOS,2024,8,35-65 años,1
Buenos Aires,JUNIN,2024,12,10-19 años,9
Buenos Aires,SAN FERNANDO,2024,8,10-19 años,8
Buenos Aires,AVELLANEDA,2024,3,35-65 años,2
Buenos Aires,PRESIDENTE PERON,2024,11,10-19 años,3
Buenos Aires,COLON,2024,14,0-9 años,1
Buenos Aires,MALVINAS ARGENTINAS,2024,5,35-65 años,4
Buenos Aires,VICENTE LOPEZ,2024,22,35-65 años,1
Buenos Aires,AVELLANEDA,2024,8,0-9 años,13
Buenos Aires,BERISSO,2024,9,35-65 años,3
Buenos Aires,PERGAMINO,2024,15,10-19 años,1
Buenos Aires,CANUELAS,2024,13,35-65 años,2
Buenos Aires,MALVINAS ARGENTINAS,2024,8,10-19 años,36
Buenos Aires,EXALTACION DE LA CRUZ,2024,13,20-34 años,2
Buenos Aires,LANUS,2024,12,0-9 años,11
Buenos Aires,AVELLANEDA,2024,6,10-19 años,3
Buenos Aires,LANUS,2024,17,35-65 años,23
Buenos Aires,MALVINAS ARGENTINAS,2024,10,10-19 años,25
Buenos Aires,BERAZATEGUI,2024,9,0-9 años,6
Buenos Aires,LA PLATA,2024,16,20-34 años,33
Buenos Aires,BERAZATEGUI,2024,14,20-34 años,22
Buenos Aires,QUILMES,2024,15,0-9 años,32
Buenos Aires,BERISSO,2024,13,10-19 años,3
Buenos Aires,SAN FERNANDO,2024,16,10-19 años,6
Buenos Aires,LANUS,2024,15,0-9 años,17
Buenos Aires,AVELLANEDA,2024,15,35-65 años,22
Buenos Aires,PILAR,2024,15,65+ años,3
Buenos Aires,SAN MIGUEL,2024,6,10-19 años,6
Buenos Aires,VILLA GESELL,2024,14,10-19 años,1
Buenos Aires,EZEIZA,2024,14,10-19 años,3
Buenos Aires,PILAR,2024,18,20-34 años,2
Buenos Aires,ESTEBAN ECHEVERRIA,2024,1,35-65 años,4
Buenos Aires,TIGRE,2024,17,10-19 años,2
Buenos Aires,9 DE JULIO,2024,10,35-65 años,1
Buenos Aires,ENSENADA,2024,16,35-65 años,3
Buenos Aires,MONTE,2024,10,65+ años,2
Buenos Aires,QUILMES,2024,13,0-9 años,2
Buenos Aires,PILAR,2024,8,0-9 años,1
Buenos Aires,TRES DE FEBRERO,2024,22,20-34 años,1
Buenos Aires,JUNIN,2024,8,20-34 años,1
Buenos Aires,QUILMES,2024,21,20-34 años,8
Buenos Aires,MARCOS PAZ,2024,13,10-19 años,2
Buenos Aires,TANDIL,2024,14,10-19 años,2
Buenos Aires,LOMAS DE ZAMORA,2024,2,0-9 años,1
Buenos Aires,AZUL,2024,1,65+ años,1
Buenos Aires,SALADILLO,2024,11,35-65 años,1
Buenos Aires,LUJAN,2024,10,10-19 años,1
Buenos Aires,JOSE C. PAZ,2024,4,35-65 años,2
Buenos Aires,TRES ARROYOS,2024,13,20-34 años,1
Buenos Aires,LUJAN,2024,16,20-34 años,1
Buenos Aires,PERGAMINO,2024,9,0-9 años,1
Buenos Aires,EXALTACION DE LA CRUZ,2024,12,20-34 años,1
Buenos Aires,GENERAL JUAN MADARIAGA,2024,13,20-34 años,1
Buenos Aires,EXALTACION DE LA CRUZ,2024,12,35-65 años,10
Buenos Aires,VICENTE LOPEZ,2024,14,65+ años,49
Buenos Aires,LANUS,2024,15,20-34 años,42
Buenos Aires,JOSE C. PAZ,2024,11,10-19 años,207
Buenos Aires,GENERAL LAS HERAS,2024,11,35-65 años,1
Buenos Aires,JOSE C. PAZ,2024,17,0-9 años,3
Buenos Aires,QUILMES,2024,7,10-19 años,21
Buenos Aires,LA MATANZA,2024,13,20-34 años,241
Buenos Aires,ALMIRANTE BROWN,2024,12,10-19 años,67
Buenos Aires,LA PLATA,2024,6,35-65 años,3
Buenos Aires,ALMIRANTE BROWN,2024,15,65+ años,6
Buenos Aires,ZARATE,2024,9,20-34 años,2
Buenos Aires,RAMALLO,2024,12,0-9 años,1
Buenos Aires,VICENTE LOPEZ,2024,15,0-9 años,3
Buenos Aires,LINCOLN,2024,16,35-65 años,1
Buenos Aires,EXALTACION DE LA CRUZ,2024,15,10-19 años,1
Buenos Aires,GENERAL VILLEGAS,2024,13,10-19 años,1
Buenos Aires,VILLA GESELL,2024,10,35-65 años,1
Buenos Aires,DESCONOCIDO,2024,11,35-65 años,1
Buenos Aires,CHIVILCOY,2024,16,20-34 años,1
Buenos Aires,CANUELAS,2024,16,35-65 años,2
Buenos Aires,9 DE JULIO,2024,13,35-65 años,1
Buenos Aires,SAN MIGUEL,2024,21,65+ años,2
Buenos Aires,EXALTACION DE LA CRUZ,2024,17,0-9 años,1
Buenos Aires,AVELLANEDA,2024,20,10-19 años,4
Buenos Aires,BOLIVAR,2024,14,20-34 años,1
Buenos Aires,CARLOS CASARES,2024,12,65+ años,1
Buenos Aires,GENERAL LAS HERAS,2024,9,35-65 años,1
Buenos Aires,PERGAMINO,2024,15,20-34 años,1
Buenos Aires,MORENO,2024,6,0-9 años,1
Buenos Aires,PERGAMINO,2024,15,35-65 años,1
Buenos Aires,SAAVEDRA,2024,13,10-19 años,1
Buenos Aires,MALVINAS ARGENTINAS,2024,16,10-19 años,7
Buenos Aires,TRES DE FEBRERO,2024,19,65+ años,3
Buenos Aires,QUILMES,2024,8,35-65 años,101
Buenos Aires,SAN ISIDRO,2024,11,10-19 años,66
Buenos Aires,ESCOBAR,2024,9,35-65 años,12
Buenos Aires,PILAR,2024,9,20-34 años,19
Buenos Aires,JOSE C. PAZ,2024,5,35-65 años,3
Buenos Aires,FLORENCIO VARELA,2024,17,35-65 años,20
Buenos Aires,HURLINGHAM,2024,9,0-9 años,6
Buenos Aires,MERLO,2024,17,0-9 años,3
Buenos Aires,LUJAN,2024,14,20-34 años,12
Buenos Aires,ESTEBAN ECHEVERRIA,2024,15,10-19 años,12
Buenos Aires,ESTEBAN ECHEVERRIA,2024,14,0-9 años,1
Buenos Aires,ENSENADA,2024,14,35-65 años,1
Buenos Aires,SAN NICOLAS,2024,7,20-34 años,1
Buenos Aires,TIGRE,2024,8,65+ años,4
Buenos Aires,CAMPANA,2024,2,35-65 años,1
Buenos Aires,TIGRE,2024,19,20-34 años,1
Buenos Aires,HURLINGHAM,2024,2,10-19 años,1
Buenos Aires,SAN PEDRO,2024,17,10-19 años,1
Buenos Aires,HURLINGHAM,2024,12,0-9 años,1
Buenos Aires,CHASCOMUS,2024,12,20-34 años,1
Buenos Aires,SAN ISIDRO,2024,8,65+ años,40
Buenos Aires,MORENO,2024,19,20-34 años,5
Buenos Aires,MORENO,2024,16,10-19 años,33
Buenos Aires,LANUS,2024,6,65+ años,14
Buenos Aires,SAN MIGUEL,2024,10,20-34 años,77
Buenos Aires,FLORENCIO VARELA,2024,15,35-65 años,40
Buenos Aires,LA COSTA,2024,13,35-65 años,2
Buenos Aires,LUJAN,2024,14,0-9 años,1
Buenos Aires,PRESIDENTE PERON,2024,13,20-34 años,2
Buenos Aires,CAMPANA,2024,12,10-19 años,2
Buenos Aires,BERISSO,2024,18,35-65 años,1
Buenos Aires,EXALTACION DE LA CRUZ,2024,17,20-34 años,1
Buenos Aires,CHACABUCO,2024,8,35-65 años,1
Buenos Aires,COLON,2024,7,35-65 años,1
Buenos Aires,MALVINAS ARGENTINAS,2024,4,35-65 años,1
Buenos Aires,MALVINAS ARGENTINAS,2024,10,0-9 años,1
Buenos Aires,PINAMAR,2024,11,35-65 años,1
Buenos Aires,LA COSTA,2024,16,20-34 años,1
Buenos Aires,TRES DE FEBRERO,2024,7,20-34 años,21
Buenos Aires,SAN ISIDRO,2024,9,35-65 años,69
Buenos Aires,GENERAL SAN MARTIN,2024,7,0-9 años,7
Buenos Aires,TRES DE FEBRERO,2024,14,10-19 años,23
Buenos Aires,PERGAMINO,2024,7,65+ años,1
Buenos Aires,LOMAS DE ZAMORA,2024,22,0-9 años,1
Buenos Aires,ROQUE PEREZ,2024,6,35-65 años,1
Buenos Aires,SUIPACHA,2024,13,0-9 años,1
Buenos Aires,SALTO,2024,10,35-65 años,1
Buenos Aires,LANUS,2024,11,20-34 años,169
Buenos Aires,MORENO,2024,11,0-9 años,30
Buenos Aires,LA PLATA,2024,13,10-19 años,37
Buenos Aires,ITUZAINGO,2024,10,20-34 años,9
Buenos Aires,ITUZAINGO,2024,10,10-19 años,8
Buenos Aires,ITUZAINGO,2024,17,20-34 años,5
Buenos Aires,LOMAS DE ZAMORA,2024,10,0-9 años,10
Buenos Aires,TANDIL,2024,10,35-65 años,1
Buenos Aires,MERCEDES,2024,16,20-34 años,1
Buenos Aires,MORENO,2024,17,20-34 años,40
Buenos Aires,LANUS,2024,19,10-19 años,3
Buenos Aires,SAN ISIDRO,2024,16,65+ años,14
Buenos Aires,MORENO,2024,8,10-19 años,14
Buenos Aires,JOSE C. PAZ,2024,7,10-19 años,18
Buenos Aires,ESCOBAR,2024,12,65+ años,14
Buenos Aires,MERLO,2024,10,35-65 años,56
Buenos Aires,GENERAL LAVALLE,2024,14,35-65 años,1
Buenos Aires,PEHUAJO,2024,11,35-65 años,11
Buenos Aires,GENERAL SAN MARTIN,2024,8,0-9 años,2
Buenos Aires,QUILMES,2024,9,0-9 años,29
Buenos Aires,SAN FERNANDO,2024,15,20-34 años,4
Buenos Aires,QUILMES,2024,15,35-65 años,54
Buenos Aires,GENERAL SAN MARTIN,2024,14,65+ años,36
Buenos Aires,MARCOS PAZ,2024,11,10-19 años,4
Buenos Aires,ESTEBAN ECHEVERRIA,2024,9,35-65 años,35
Buenos Aires,ITUZAINGO,2024,10,35-65 años,32
Buenos Aires,SAN ISIDRO,2024,14,20-34 años,59
Buenos Aires,BALCARCE,2024,18,35-65 años,1
Buenos Aires,PATAGONES,2024,9,35-65 años,1
Buenos Aires,COLON,2024,14,10-19 años,3
Buenos Aires,PRESIDENTE PERON,2024,13,10-19 años,6
Buenos Aires,TIGRE,2024,1,35-65 años,3
Buenos Aires,RIVADAVIA,2024,13,65+ años,2
Buenos Aires,HURLINGHAM,2024,19,10-19 años,2
Buenos Aires,MARCOS PAZ,2024,12,0-9 años,1
Buenos Aires,FLORENCIO VARELA,2024,19,65+ años,2
Buenos Aires,GENERAL PUEYRREDON,2024,12,65+ años,1
Buenos Aires,LUJAN,2024,15,0-9 años,1
Buenos Aires,MERCEDES,2024,12,35-65 años,1
Buenos Aires,PEHUAJO,2024,14,20-34 años,1
Buenos Aires,TRES DE FEBRERO,2024,2,35-65 años,2
Buenos Aires,TANDIL,2024,1,20-34 años,1
Buenos Aires,PINAMAR,2024,2,20-34 años,1
Buenos Aires,SAN VICENTE,2024,8,10-19 años,1
Buenos Aires,ESTEBAN ECHEVERRIA,2024,13,20-34 años,33
Buenos Aires,LANUS,2024,9,35-65 años,154
Buenos Aires,ESTEBAN ECHEVERRIA,2024,3,20-34 años,2
Buenos Aires,VICENTE LOPEZ,2024,11,35-65 años,123
Buenos Aires,LOMAS DE ZAMORA,2024,19,20-34 años,9
Buenos Aires,SAN FERNANDO,2024,7,0-9 años,1
Buenos Aires,EZEIZA,2024,12,0-9 años,1
Buenos Aires,CARLOS TEJEDOR,2024,12,35-65 años,3
Buenos Aires,TRES DE FEBRERO,2024,18,65+ años,3
Buenos Aires,9 DE JULIO,2024,12,35-65 años,1
Buenos Aires,PINAMAR,2024,16,10-19 años,1
Buenos Aires,LA MATANZA,2024,13,0-9 años,4
Buenos Aires,LANUS,2024,21,35-65 años,1
Buenos Aires,EXALTACION DE LA CRUZ,2024,15,35-65 años,2
Buenos Aires,BERAZATEGUI,2024,5,20-34 años,1
Buenos Aires,CHASCOMUS,2024,12,35-65 años,1
Buenos Aires,LANUS,2024,20,20-34 años,2
Buenos Aires,SAN MIGUEL,2024,12,0-9 años,12
Buenos Aires,ESCOBAR,2024,8,0-9 años,1
Buenos Aires,BARADERO,2024,7,35-65 años,1
Buenos Aires,SAN ISIDRO,2024,4,20-34 años,1
Buenos Aires,SALTO,2024,9,35-65 años,1
Buenos Aires,LA PLATA,2024,9,35-65 años,40
Buenos Aires,LOMAS DE ZAMORA,2024,10,20-34 años,61
Buenos Aires,ESTEBAN ECHEVERRIA,2024,11,20-34 años,25
Buenos Aires,JOSE C. PAZ,2024,8,20-34 años,72
Buenos Aires,LANUS,2024,18,10-19 años,11
Buenos Aires,LA MATANZA,2024,7,20-34 años,88
Buenos Aires,MORON,2024,10,65+ años,23
Buenos Aires,ESCOBAR,2024,12,20-34 años,59
Buenos Aires,QUILMES,2024,7,10-19 años,29
Buenos Aires,LA MATANZA,2024,16,20-34 años,49
Buenos Aires,AVELLANEDA,2024,7,10-19 años,19
Buenos Aires,SAN MIGUEL,2024,11,20-34 años,78
Buenos Aires,GENERAL SAN MARTIN,2024,7,35-65 años,34
Buenos Aires,AVELLANEDA,2024,17,0-9 años,2
Buenos Aires,AVELLANEDA,2024,11,20-34 años,107
Buenos Aires,MERLO,2024,12,35-65 años,108
Buenos Aires,ESCOBAR,2024,16,0-9 años,4
Buenos Aires,MALVINAS ARGENTINAS,2024,6,35-65 años,4
Buenos Aires,CARMEN DE ARECO,2024,10,0-9 años,1
Buenos Aires,BERAZATEGUI,2024,20,0-9 años,1
Buenos Aires,ADOLFO ALSINA,2024,9,35-65 años,1
Buenos Aires,ARRECIFES,2024,12,35-65 años,1
Buenos Aires,TIGRE,2024,18,20-34 años,1
Buenos Aires,GENERAL SAN MARTIN,2024,3,35-65 años,3
Buenos Aires,TIGRE,2024,10,35-65 años,25
Buenos Aires,FLORENCIO VARELA,2024,9,10-19 años,38
Buenos Aires,ALMIRANTE BROWN,2024,15,35-65 años,37
Buenos Aires,FLORENCIO VARELA,2024,9,20-34 años,70
Buenos Aires,VICENTE LOPEZ,2024,11,0-9 años,23
Buenos Aires,VICENTE LOPEZ,2024,16,10-19 años,8
Buenos Aires,BERAZATEGUI,2024,13,10-19 años,12
Buenos Aires,BERAZATEGUI,2024,16,35-65 años,11
Buenos Aires,QUILMES,2024,16,20-34 años,51
Buenos Aires,MALVINAS ARGENTINAS,2024,9,65+ años,15
Buenos Aires,SAN FERNANDO,2024,17,10-19 años,3
Buenos Aires,SAN ANTONIO DE ARECO,2024,3,20-34 años,1
Buenos Aires,GENERAL RODRIGUEZ,2024,15,65+ años,3
Buenos Aires,TANDIL,2024,4,10-19 años,1
Buenos Aires,PILAR,2024,4,35-65 años,2
Buenos Aires,EZEIZA,2024,9,20-34 años,6
Buenos Aires,AVELLANEDA,2024,15,35-65 años,34
Buenos Aires,LANUS,2024,10,10-19 años,104
Buenos Aires,BENITO JUAREZ,2024,15,20-34 años,1
Buenos Aires,MALVINAS ARGENTINAS,2024,7,35-65 años,15
Buenos Aires,MORENO,2024,13,20-34 años,119
Buenos Aires,ESCOBAR,2024,12,10-19 años,17
Buenos Aires,BERAZATEGUI,2024,13,10-19 años,20
Buenos Aires,ALMIRANTE BROWN,2024,15,20-34 años,39
Buenos Aires,MORENO,2024,14,35-65 años,109
Buenos Aires,ENSENADA,2024,13,35-65 años,3
Buenos Aires,PRESIDENTE PERON,2024,16,65+ años,1
Buenos Aires,LA PLATA,2024,18,10-19 años,1
Buenos Aires,ESCOBAR,2024,7,35-65 años,11
Buenos Aires,ALMIRANTE BROWN,2024,7,0-9 años,2
Buenos Aires,GENERAL SAN MARTIN,2024,13,0-9 años,23
Buenos Aires,QUILMES,2024,21,35-65 años,1
Buenos Aires,SAN MIGUEL,2024,1,35-65 años,1
Buenos Aires,MORON,2024,6,0-9 años,1
Buenos Aires,LINCOLN,2024,13,35-65 años,2
Buenos Aires,SAN NICOLAS,2024,15,35-65 años,2
Buenos Aires,VICENTE LOPEZ,2024,2,10-19 años,1
Buenos Aires,ALMIRANTE BROWN,2024,20,0-9 años,1
Buenos Aires,AVELLANEDA,2024,21,35-65 años,1
Buenos Aires,SAN PEDRO,2024,8,20-34 años,2
Buenos Aires,ALMIRANTE BROWN,2024,13,0-9 años,22
Buenos Aires,LA MATANZA,2024,15,20-34 años,60
Buenos Aires,MORON,2024,12,0-9 años,11
Buenos Aires,PERGAMINO,2024,13,35-65 años,3
Buenos Aires,BRANDSEN,2024,16,20-34 años,1
Buenos Aires,ENSENADA,2024,14,35-65 años,1
Buenos Aires,SAN ISIDRO,2024,15,10-19 años,16
Buenos Aires,FLORENCIO VARELA,2024,17,0-9 años,3
Buenos Aires,FLORENCIO VARELA,2024,3,20-34 años,2
Buenos Aires,CANUELAS,2024,8,10-19 años,1
Buenos Aires,BERAZATEGUI,2024,8,20-34 años,25
Buenos Aires,HURLINGHAM,2024,12,65+ años,28
Buenos Aires,SAN MIGUEL,2024,9,35-65 años,109
Buenos Aires,LOMAS DE ZAMORA,2024,14,10-19 años,42
Buenos Aires,ESCOBAR,2024,8,10-19 años,3
Buenos Aires,JOSE C. PAZ,2024,14,10-19 años,74
Buenos Aires,SAN FERNANDO,2024,19,20-34 años,2
Buenos Aires,TRENQUE LAUQUEN,2024,14,10-19 años,1
Buenos Aires,PRESIDENTE PERON,2024,11,20-34 años,6
Buenos Aires,LOMAS DE ZAMORA,2024,8,10-19 años,65
Buenos Aires,JUNIN,2024,12,10-19 años,7
Buenos Aires,MORENO,2024,7,35-65 años,26
Buenos Aires,ESTEBAN ECHEVERRIA,2024,12,35-65 años,34
Buenos Aires,MERLO,2024,19,10-19 años,7
Buenos Aires,ITUZAINGO,2024,16,10-19 años,2
Buenos Aires,GENERAL RODRIGUEZ,2024,2,20-34 años,4
Buenos Aires,TRES DE FEBRERO,2024,18,20-34 años,11
Buenos Aires,ALMIRANTE BROWN,2024,6,20-34 años,15
Buenos Aires,LOMAS DE ZAMORA,2024,22,35-65 años,1
Buenos Aires,SAN ISIDRO,2024,20,20-34 años,1
Buenos Aires,ESCOBAR,2024,14,0-9 años,2
Buenos Aires,MORENO,2024,5,35-65 años,6
Buenos Aires,CAMPANA,2024,20,0-9 años,1
Buenos Aires,JOSE C. PAZ,2024,2,35-65 años,2
Buenos Aires,COLON,2024,15,35-65 años,2
Buenos Aires,SAN ANTONIO DE ARECO,2024,12,20-34 años,2
Buenos Aires,LA MATANZA,2024,4,10-19 años,3
Buenos Aires,TRES DE FEBRERO,2024,19,0-9 años,3
Buenos Aires,LOMAS DE ZAMORA,2024,23,20-34 años,1
Buenos Aires,CORONEL SUAREZ,2024,12,35-65 años,2
Buenos Aires,SAN ANDRES DE GILES,2024,13,20-34 años,1
Buenos Aires,ESTEBAN ECHEVERRIA,2024,20,20-34 años,1
Buenos Aires,GENERAL PAZ,2024,4,35-65 años,1
Buenos Aires,HURLINGHAM,2024,19,0-9 años,2
Buenos Aires,EXALTACION DE LA CRUZ,2024,9,20-34 años,2
Buenos Aires,SAN ISIDRO,2024,12,20-34 años,45
Buenos Aires,RAMALLO,2024,12,65+ años,2
Buenos Aires,SAN ISIDRO,2024,16,35-65 años,25
Buenos Aires,PILAR,2024,7,10-19 años,7
Buenos Aires,CANUELAS,2024,9,0-9 años,1
Buenos Aires,SAAVEDRA,2024,9,20-34 años,2
Buenos Aires,SAN MIGUEL,2024,8,0-9 años,4
Buenos Aires,SAAVEDRA,2024,11,20-34 años,1
Buenos Aires,FLORENCIO VARELA,2024,1,65+ años,1
Buenos Aires,RAMALLO,2024,11,10-19 años,2
Buenos Aires,JOSE C. PAZ,2024,14,20-34 años,174
Buenos Aires,EZEIZA,2024,15,35-65 años,13
Buenos Aires,LUJAN,2024,9,35-65 años,5
Buenos Aires,MERLO,2024,15,10-19 años,11
Buenos Aires,EZEIZA,2024,13,10-19 años,3
Buenos Aires,ITUZAINGO,2024,7,20-34 años,5
Buenos Aires,ESCOBAR,2024,16,35-65 años,15
Buenos Aires,FLORENCIO VARELA,2024,20,10-19 años,3
Buenos Aires,ZARATE,2024,13,20-34 años,3
Buenos Aires,BERISSO,2024,15,35-65 años,2
Buenos Aires,ADOLFO ALSINA,2024,12,20-34 años,1
Buenos Aires,AVELLANEDA,2024,9,0-9 años,3
Buenos Aires,ESCOBAR,2024,8,20-34 años,3
Buenos Aires,FLORENCIO VARELA,2024,2,35-65 años,4
Buenos Aires,ALMIRANTE BROWN,2024,19,65+ años,1
Buenos Aires,ENSENADA,2024,16,10-19 años,1
Buenos Aires,CAMPANA,2024,16,20-34 años,2
Buenos Aires,MARCOS PAZ,2024,15,10-19 años,2
Buenos Aires,ENSENADA,2024,5,10-19 años,1
Buenos Aires,MORENO,2024,16,0-9 años,1
Buenos Aires,BAHIA BLANCA,2024,12,65+ años,1
Buenos Aires,MERLO,2024,17,20-34 años,20
